Designator,Mid X,Mid Y,Rotation,Layer
C1,121.0275,-69.9724,180.0,top
C2,121.0275,-71.7724,180.0,top
J1,128.8,-86.85,180.0,top
J2,121.2,-58.2,0.0,top
R1,125.2,-77.4724,0.0,top
U1,125.895,-72.4362,90.0,top
